データ,ε,α,γ,学習回数,ステップ数
ε:0.20 α:0.60 γ:0.50 学習回数:80 ステップ数:22,0.2,0.6,0.5,80,22
ε:0.10 α:0.70 γ:0.10 学習回数:80 ステップ数:22,0.1,0.7,0.1,80,22
ε:0.20 α:0.70 γ:0.10 学習回数:80 ステップ数:22,0.2,0.7,0.1,80,22
ε:0.60 α:0.10 γ:0.10 学習回数:81 ステップ数:22,0.6,0.1,0.1,81,22
ε:0.20 α:0.70 γ:0.40 学習回数:83 ステップ数:22,0.2,0.7,0.4,83,22
ε:0.80 α:0.10 γ:0.60 学習回数:84 ステップ数:22,0.8,0.1,0.6,84,22
ε:0.30 α:0.30 γ:0.10 学習回数:84 ステップ数:22,0.3,0.3,0.1,84,22
ε:0.30 α:0.30 γ:0.50 学習回数:84 ステップ数:22,0.3,0.3,0.5,84,22
ε:0.30 α:0.50 γ:0.70 学習回数:84 ステップ数:22,0.3,0.5,0.7,84,22
ε:0.30 α:0.40 γ:0.90 学習回数:84 ステップ数:22,0.3,0.4,0.9,84,22
ε:0.40 α:0.50 γ:0.30 学習回数:85 ステップ数:22,0.4,0.5,0.3,85,22
ε:0.30 α:0.20 γ:0.60 学習回数:86 ステップ数:22,0.3,0.2,0.6,86,22
ε:0.30 α:0.40 γ:0.50 学習回数:87 ステップ数:22,0.3,0.4,0.5,87,22
ε:0.40 α:0.10 γ:0.30 学習回数:87 ステップ数:22,0.4,0.1,0.3,87,22
ε:0.30 α:0.70 γ:0.30 学習回数:87 ステップ数:22,0.3,0.7,0.3,87,22
ε:0.40 α:0.10 γ:0.20 学習回数:88 ステップ数:22,0.4,0.1,0.2,88,22
ε:0.30 α:0.80 γ:0.50 学習回数:88 ステップ数:22,0.3,0.8,0.5,88,22
ε:0.30 α:0.40 γ:0.60 学習回数:88 ステップ数:22,0.3,0.4,0.6,88,22
ε:0.20 α:0.90 γ:0.50 学習回数:90 ステップ数:22,0.2,0.9,0.5,90,22
ε:0.30 α:0.60 γ:0.30 学習回数:90 ステップ数:22,0.3,0.6,0.3,90,22
ε:0.20 α:0.20 γ:0.90 学習回数:90 ステップ数:22,0.2,0.2,0.9,90,22
ε:0.20 α:0.80 γ:0.40 学習回数:92 ステップ数:22,0.2,0.8,0.4,92,22
ε:0.50 α:0.10 γ:0.40 学習回数:93 ステップ数:22,0.5,0.1,0.4,93,22
ε:0.30 α:0.80 γ:0.30 学習回数:93 ステップ数:22,0.3,0.8,0.3,93,22
ε:0.20 α:0.90 γ:0.70 学習回数:93 ステップ数:22,0.2,0.9,0.7,93,22
ε:0.20 α:0.40 γ:0.80 学習回数:94 ステップ数:22,0.2,0.4,0.8,94,22
ε:0.30 α:0.20 γ:0.10 学習回数:94 ステップ数:22,0.3,0.2,0.1,94,22
ε:0.30 α:0.50 γ:0.50 学習回数:95 ステップ数:22,0.3,0.5,0.5,95,22
ε:0.40 α:0.50 γ:0.80 学習回数:95 ステップ数:22,0.4,0.5,0.8,95,22
ε:0.40 α:0.40 γ:0.50 学習回数:96 ステップ数:22,0.4,0.4,0.5,96,22
ε:0.30 α:0.70 γ:0.20 学習回数:97 ステップ数:22,0.3,0.7,0.2,97,22
ε:0.30 α:0.70 γ:0.80 学習回数:98 ステップ数:22,0.3,0.7,0.8,98,22
ε:0.30 α:0.20 γ:0.70 学習回数:99 ステップ数:22,0.3,0.2,0.7,99,22
ε:0.30 α:0.40 γ:0.20 学習回数:100 ステップ数:22,0.3,0.4,0.2,100,22
ε:0.30 α:0.90 γ:0.40 学習回数:100 ステップ数:22,0.3,0.9,0.4,100,22
ε:0.10 α:0.50 γ:0.50 学習回数:102 ステップ数:22,0.1,0.5,0.5,102,22
ε:0.30 α:0.50 γ:0.10 学習回数:102 ステップ数:22,0.3,0.5,0.1,102,22
ε:0.20 α:0.10 γ:0.30 学習回数:104 ステップ数:22,0.2,0.1,0.3,104,22
ε:0.30 α:0.10 γ:0.70 学習回数:105 ステップ数:22,0.3,0.1,0.7,105,22
ε:0.30 α:0.30 γ:0.80 学習回数:106 ステップ数:22,0.3,0.3,0.8,106,22
ε:0.40 α:0.90 γ:0.80 学習回数:107 ステップ数:22,0.4,0.9,0.8,107,22
ε:0.30 α:0.20 γ:0.20 学習回数:109 ステップ数:22,0.3,0.2,0.2,109,22
ε:0.30 α:0.40 γ:0.30 学習回数:109 ステップ数:22,0.3,0.4,0.3,109,22
ε:0.20 α:0.60 γ:0.40 学習回数:109 ステップ数:22,0.2,0.6,0.4,109,22
ε:0.20 α:0.30 γ:0.30 学習回数:109 ステップ数:22,0.2,0.3,0.3,109,22
ε:0.20 α:0.80 γ:0.60 学習回数:111 ステップ数:22,0.2,0.8,0.6,111,22
ε:0.20 α:0.30 γ:0.80 学習回数:112 ステップ数:22,0.2,0.3,0.8,112,22
ε:0.40 α:0.90 γ:0.10 学習回数:113 ステップ数:22,0.4,0.9,0.1,113,22
ε:0.20 α:0.90 γ:0.70 学習回数:115 ステップ数:22,0.2,0.9,0.7,115,22
ε:0.20 α:0.40 γ:0.20 学習回数:115 ステップ数:22,0.2,0.4,0.2,115,22
ε:0.20 α:0.50 γ:0.30 学習回数:116 ステップ数:22,0.2,0.5,0.3,116,22
ε:0.40 α:0.10 γ:0.40 学習回数:117 ステップ数:22,0.4,0.1,0.4,117,22
ε:0.20 α:0.20 γ:0.40 学習回数:118 ステップ数:22,0.2,0.2,0.4,118,22
ε:0.20 α:0.30 γ:0.50 学習回数:119 ステップ数:22,0.2,0.3,0.5,119,22
ε:0.20 α:0.40 γ:0.50 学習回数:119 ステップ数:22,0.2,0.4,0.5,119,22
ε:0.30 α:0.30 γ:0.40 学習回数:120 ステップ数:22,0.3,0.3,0.4,120,22
ε:0.30 α:0.20 γ:0.40 学習回数:121 ステップ数:22,0.3,0.2,0.4,121,22
ε:0.40 α:0.10 γ:0.30 学習回数:121 ステップ数:22,0.4,0.1,0.3,121,22
ε:0.30 α:0.70 γ:0.70 学習回数:123 ステップ数:22,0.3,0.7,0.7,123,22
ε:0.30 α:0.70 γ:0.70 学習回数:124 ステップ数:22,0.3,0.7,0.7,124,22
ε:0.30 α:0.70 γ:0.10 学習回数:125 ステップ数:22,0.3,0.7,0.1,125,22
ε:0.30 α:0.40 γ:0.80 学習回数:126 ステップ数:22,0.3,0.4,0.8,126,22
ε:0.30 α:0.50 γ:0.80 学習回数:126 ステップ数:22,0.3,0.5,0.8,126,22
ε:0.30 α:0.90 γ:0.50 学習回数:128 ステップ数:22,0.3,0.9,0.5,128,22
ε:0.30 α:0.10 γ:0.80 学習回数:129 ステップ数:22,0.3,0.1,0.8,129,22
ε:0.30 α:0.70 γ:0.10 学習回数:129 ステップ数:22,0.3,0.7,0.1,129,22
ε:0.20 α:0.20 γ:0.50 学習回数:132 ステップ数:22,0.2,0.2,0.5,132,22
ε:0.40 α:0.20 γ:0.70 学習回数:132 ステップ数:22,0.4,0.2,0.7,132,22
ε:0.20 α:0.90 γ:0.60 学習回数:132 ステップ数:22,0.2,0.9,0.6,132,22
ε:0.20 α:0.60 γ:0.60 学習回数:132 ステップ数:22,0.2,0.6,0.6,132,22
ε:0.30 α:0.50 γ:0.40 学習回数:133 ステップ数:22,0.3,0.5,0.4,133,22
ε:0.20 α:0.20 γ:0.70 学習回数:133 ステップ数:22,0.2,0.2,0.7,133,22
ε:0.20 α:0.70 γ:0.80 学習回数:134 ステップ数:22,0.2,0.7,0.8,134,22
ε:0.20 α:0.40 γ:0.30 学習回数:135 ステップ数:22,0.2,0.4,0.3,135,22
ε:0.20 α:0.80 γ:0.90 学習回数:137 ステップ数:22,0.2,0.8,0.9,137,22
ε:0.40 α:0.10 γ:0.50 学習回数:137 ステップ数:22,0.4,0.1,0.5,137,22
ε:0.30 α:0.70 γ:0.60 学習回数:138 ステップ数:22,0.3,0.7,0.6,138,22
ε:0.20 α:0.80 γ:0.30 学習回数:141 ステップ数:22,0.2,0.8,0.3,141,22
ε:0.20 α:0.50 γ:0.40 学習回数:142 ステップ数:22,0.2,0.5,0.4,142,22
ε:0.30 α:0.10 γ:0.70 学習回数:142 ステップ数:22,0.3,0.1,0.7,142,22
ε:0.40 α:0.10 γ:0.80 学習回数:143 ステップ数:22,0.4,0.1,0.8,143,22
ε:0.30 α:0.20 γ:0.40 学習回数:143 ステップ数:22,0.3,0.2,0.4,143,22
ε:0.20 α:0.20 γ:0.40 学習回数:144 ステップ数:22,0.2,0.2,0.4,144,22
ε:0.20 α:0.70 γ:0.30 学習回数:145 ステップ数:22,0.2,0.7,0.3,145,22
ε:0.30 α:0.90 γ:0.10 学習回数:146 ステップ数:22,0.3,0.9,0.1,146,22
ε:0.30 α:0.30 γ:0.80 学習回数:146 ステップ数:22,0.3,0.3,0.8,146,22
ε:0.30 α:0.10 γ:0.30 学習回数:150 ステップ数:22,0.3,0.1,0.3,150,22
ε:0.20 α:0.70 γ:0.30 学習回数:150 ステップ数:22,0.2,0.7,0.3,150,22
ε:0.30 α:0.40 γ:0.80 学習回数:152 ステップ数:22,0.3,0.4,0.8,152,22
ε:0.30 α:0.10 γ:0.30 学習回数:155 ステップ数:22,0.3,0.1,0.3,155,22
ε:0.20 α:0.40 γ:0.10 学習回数:156 ステップ数:22,0.2,0.4,0.1,156,22
ε:0.20 α:0.70 γ:0.20 学習回数:159 ステップ数:22,0.2,0.7,0.2,159,22
ε:0.20 α:0.80 γ:0.10 学習回数:159 ステップ数:22,0.2,0.8,0.1,159,22
ε:0.30 α:0.50 γ:0.10 学習回数:161 ステップ数:22,0.3,0.5,0.1,161,22
ε:0.20 α:0.30 γ:0.70 学習回数:163 ステップ数:22,0.2,0.3,0.7,163,22
ε:0.20 α:0.60 γ:0.10 学習回数:164 ステップ数:22,0.2,0.6,0.1,164,22
ε:0.20 α:0.20 γ:0.80 学習回数:164 ステップ数:22,0.2,0.2,0.8,164,22
ε:0.30 α:0.90 γ:0.90 学習回数:166 ステップ数:22,0.3,0.9,0.9,166,22
ε:0.20 α:0.10 γ:0.80 学習回数:166 ステップ数:22,0.2,0.1,0.8,166,22
ε:0.40 α:0.10 γ:0.10 学習回数:170 ステップ数:22,0.4,0.1,0.1,170,22
ε:0.20 α:0.70 γ:0.80 学習回数:177 ステップ数:22,0.2,0.7,0.8,177,22
ε:0.20 α:0.20 γ:0.30 学習回数:179 ステップ数:22,0.2,0.2,0.3,179,22
ε:0.20 α:0.80 γ:0.10 学習回数:182 ステップ数:22,0.2,0.8,0.1,182,22
ε:0.20 α:0.10 γ:0.50 学習回数:182 ステップ数:22,0.2,0.1,0.5,182,22
ε:0.20 α:0.10 γ:0.50 学習回数:184 ステップ数:22,0.2,0.1,0.5,184,22
ε:0.30 α:0.90 γ:0.70 学習回数:189 ステップ数:22,0.3,0.9,0.7,189,22
ε:0.30 α:0.10 γ:0.40 学習回数:189 ステップ数:22,0.3,0.1,0.4,189,22
ε:0.20 α:0.50 γ:0.90 学習回数:191 ステップ数:22,0.2,0.5,0.9,191,22
ε:0.20 α:0.40 γ:0.90 学習回数:194 ステップ数:22,0.2,0.4,0.9,194,22
ε:0.20 α:0.50 γ:0.50 学習回数:195 ステップ数:22,0.2,0.5,0.5,195,22
ε:0.20 α:0.10 γ:0.10 学習回数:201 ステップ数:22,0.2,0.1,0.1,201,22
ε:0.20 α:0.70 γ:0.90 学習回数:202 ステップ数:22,0.2,0.7,0.9,202,22
ε:0.10 α:0.70 γ:0.80 学習回数:203 ステップ数:22,0.1,0.7,0.8,203,22
ε:0.20 α:0.90 γ:0.40 学習回数:207 ステップ数:22,0.2,0.9,0.4,207,22
ε:0.20 α:0.10 γ:0.70 学習回数:210 ステップ数:22,0.2,0.1,0.7,210,22
ε:0.20 α:0.30 γ:0.10 学習回数:212 ステップ数:22,0.2,0.3,0.1,212,22
ε:0.20 α:0.30 γ:0.20 学習回数:213 ステップ数:22,0.2,0.3,0.2,213,22
ε:0.20 α:0.80 γ:0.30 学習回数:213 ステップ数:22,0.2,0.8,0.3,213,22
ε:0.30 α:0.90 γ:0.10 学習回数:217 ステップ数:22,0.3,0.9,0.1,217,22
ε:0.20 α:0.10 γ:0.60 学習回数:217 ステップ数:22,0.2,0.1,0.6,217,22
ε:0.30 α:0.10 γ:0.90 学習回数:218 ステップ数:22,0.3,0.1,0.9,218,22
ε:0.20 α:0.60 γ:0.80 学習回数:221 ステップ数:22,0.2,0.6,0.8,221,22
ε:0.20 α:0.90 γ:0.80 学習回数:223 ステップ数:22,0.2,0.9,0.8,223,22
ε:0.20 α:0.40 γ:0.60 学習回数:225 ステップ数:22,0.2,0.4,0.6,225,22
ε:0.20 α:0.50 γ:0.70 学習回数:225 ステップ数:22,0.2,0.5,0.7,225,22
ε:0.20 α:0.30 γ:0.20 学習回数:225 ステップ数:22,0.2,0.3,0.2,225,22
ε:0.20 α:0.20 γ:0.20 学習回数:225 ステップ数:22,0.2,0.2,0.2,225,22
ε:0.30 α:0.30 γ:0.60 学習回数:228 ステップ数:22,0.3,0.3,0.6,228,22
ε:0.20 α:0.70 γ:0.20 学習回数:240 ステップ数:22,0.2,0.7,0.2,240,22
ε:0.20 α:0.10 γ:0.90 学習回数:242 ステップ数:22,0.2,0.1,0.9,242,22
ε:0.30 α:0.20 γ:0.60 学習回数:249 ステップ数:22,0.3,0.2,0.6,249,22
ε:0.20 α:0.50 γ:0.90 学習回数:250 ステップ数:22,0.2,0.5,0.9,250,22
ε:0.20 α:0.30 γ:0.50 学習回数:254 ステップ数:22,0.2,0.3,0.5,254,22
ε:0.20 α:0.50 γ:0.70 学習回数:259 ステップ数:22,0.2,0.5,0.7,259,22
ε:0.20 α:0.30 γ:0.30 学習回数:278 ステップ数:22,0.2,0.3,0.3,278,22
ε:0.20 α:0.10 γ:0.70 学習回数:278 ステップ数:22,0.2,0.1,0.7,278,22
ε:0.20 α:0.10 γ:0.20 学習回数:278 ステップ数:22,0.2,0.1,0.2,278,22
ε:0.20 α:0.50 γ:0.10 学習回数:280 ステップ数:22,0.2,0.5,0.1,280,22
ε:0.20 α:0.90 γ:0.30 学習回数:281 ステップ数:22,0.2,0.9,0.3,281,22
ε:0.30 α:0.50 γ:0.60 学習回数:283 ステップ数:22,0.3,0.5,0.6,283,22
ε:0.20 α:0.10 γ:0.20 学習回数:284 ステップ数:22,0.2,0.1,0.2,284,22
ε:0.20 α:0.30 γ:0.90 学習回数:294 ステップ数:22,0.2,0.3,0.9,294,22
ε:0.10 α:0.70 γ:0.70 学習回数:295 ステップ数:22,0.1,0.7,0.7,295,22
ε:0.20 α:0.40 γ:0.30 学習回数:296 ステップ数:22,0.2,0.4,0.3,296,22
ε:0.10 α:0.40 γ:0.10 学習回数:299 ステップ数:22,0.1,0.4,0.1,299,22
ε:0.30 α:0.10 γ:0.20 学習回数:302 ステップ数:22,0.3,0.1,0.2,302,22
ε:0.10 α:0.60 γ:0.60 学習回数:309 ステップ数:22,0.1,0.6,0.6,309,22
ε:0.10 α:0.20 γ:0.80 学習回数:311 ステップ数:22,0.1,0.2,0.8,311,22
ε:0.20 α:0.40 γ:0.10 学習回数:311 ステップ数:22,0.2,0.4,0.1,311,22
ε:0.20 α:0.60 γ:0.90 学習回数:313 ステップ数:22,0.2,0.6,0.9,313,22
ε:0.10 α:0.30 γ:0.70 学習回数:321 ステップ数:22,0.1,0.3,0.7,321,22
ε:0.20 α:0.30 γ:0.40 学習回数:322 ステップ数:22,0.2,0.3,0.4,322,22
ε:0.20 α:0.90 γ:0.40 学習回数:328 ステップ数:22,0.2,0.9,0.4,328,22
ε:0.20 α:0.60 γ:0.90 学習回数:332 ステップ数:22,0.2,0.6,0.9,332,22
ε:0.20 α:0.60 γ:0.50 学習回数:332 ステップ数:22,0.2,0.6,0.5,332,22
ε:0.10 α:0.20 γ:0.50 学習回数:337 ステップ数:22,0.1,0.2,0.5,337,22
ε:0.20 α:0.50 γ:0.80 学習回数:338 ステップ数:22,0.2,0.5,0.8,338,22
ε:0.30 α:0.80 γ:0.40 学習回数:347 ステップ数:22,0.3,0.8,0.4,347,22
ε:0.20 α:0.70 γ:0.40 学習回数:354 ステップ数:22,0.2,0.7,0.4,354,22
ε:0.30 α:0.10 γ:0.10 学習回数:360 ステップ数:22,0.3,0.1,0.1,360,22
ε:0.20 α:0.90 γ:0.50 学習回数:367 ステップ数:22,0.2,0.9,0.5,367,22
ε:0.20 α:0.90 γ:0.90 学習回数:374 ステップ数:22,0.2,0.9,0.9,374,22
ε:0.10 α:0.90 γ:0.60 学習回数:383 ステップ数:22,0.1,0.9,0.6,383,22
ε:0.20 α:0.20 γ:0.50 学習回数:387 ステップ数:22,0.2,0.2,0.5,387,22
ε:0.20 α:0.10 γ:0.90 学習回数:400 ステップ数:22,0.2,0.1,0.9,400,22
ε:0.20 α:0.60 γ:0.30 学習回数:402 ステップ数:22,0.2,0.6,0.3,402,22
ε:0.20 α:0.60 γ:0.70 学習回数:414 ステップ数:22,0.2,0.6,0.7,414,22
ε:0.20 α:0.70 γ:0.60 学習回数:418 ステップ数:22,0.2,0.7,0.6,418,22
ε:0.20 α:0.20 γ:0.10 学習回数:422 ステップ数:22,0.2,0.2,0.1,422,22
ε:0.20 α:0.10 γ:0.10 学習回数:425 ステップ数:22,0.2,0.1,0.1,425,22
ε:0.20 α:0.20 γ:0.60 学習回数:428 ステップ数:22,0.2,0.2,0.6,428,22
ε:0.10 α:0.70 γ:0.40 学習回数:431 ステップ数:22,0.1,0.7,0.4,431,22
ε:0.20 α:0.20 γ:0.10 学習回数:433 ステップ数:22,0.2,0.2,0.1,433,22
ε:0.10 α:0.80 γ:0.80 学習回数:441 ステップ数:22,0.1,0.8,0.8,441,22
ε:0.20 α:0.10 γ:0.30 学習回数:452 ステップ数:22,0.2,0.1,0.3,452,22
ε:0.20 α:0.80 γ:0.20 学習回数:453 ステップ数:22,0.2,0.8,0.2,453,22
ε:0.20 α:0.30 γ:0.70 学習回数:461 ステップ数:22,0.2,0.3,0.7,461,22
ε:0.20 α:0.10 γ:0.80 学習回数:461 ステップ数:22,0.2,0.1,0.8,461,22
ε:0.30 α:0.70 γ:0.80 学習回数:466 ステップ数:22,0.3,0.7,0.8,466,22
ε:0.20 α:0.30 γ:0.80 学習回数:473 ステップ数:22,0.2,0.3,0.8,473,22
ε:0.10 α:0.40 γ:0.30 学習回数:482 ステップ数:22,0.1,0.4,0.3,482,22
ε:0.20 α:0.20 γ:0.70 学習回数:489 ステップ数:22,0.2,0.2,0.7,489,22
ε:0.20 α:0.70 γ:0.70 学習回数:491 ステップ数:22,0.2,0.7,0.7,491,22
ε:0.20 α:0.20 γ:0.60 学習回数:518 ステップ数:22,0.2,0.2,0.6,518,22
ε:0.20 α:0.10 γ:0.40 学習回数:524 ステップ数:22,0.2,0.1,0.4,524,22
ε:0.20 α:0.40 γ:0.90 学習回数:533 ステップ数:22,0.2,0.4,0.9,533,22
ε:0.20 α:0.30 γ:0.10 学習回数:542 ステップ数:22,0.2,0.3,0.1,542,22
ε:0.10 α:0.60 γ:0.70 学習回数:568 ステップ数:22,0.1,0.6,0.7,568,22
ε:0.10 α:0.90 γ:0.90 学習回数:581 ステップ数:22,0.1,0.9,0.9,581,22
ε:0.10 α:0.40 γ:0.40 学習回数:581 ステップ数:22,0.1,0.4,0.4,581,22
ε:0.20 α:0.50 γ:0.20 学習回数:585 ステップ数:22,0.2,0.5,0.2,585,22
ε:0.10 α:0.10 γ:0.90 学習回数:603 ステップ数:22,0.1,0.1,0.9,603,22
ε:0.10 α:0.70 γ:0.70 学習回数:613 ステップ数:22,0.1,0.7,0.7,613,22
ε:0.20 α:0.90 γ:0.90 学習回数:620 ステップ数:22,0.2,0.9,0.9,620,22
ε:0.20 α:0.60 γ:0.30 学習回数:629 ステップ数:22,0.2,0.6,0.3,629,22
ε:0.20 α:0.90 γ:0.30 学習回数:632 ステップ数:22,0.2,0.9,0.3,632,22
ε:0.20 α:0.20 γ:0.90 学習回数:634 ステップ数:22,0.2,0.2,0.9,634,22
ε:0.20 α:0.80 γ:0.60 学習回数:644 ステップ数:22,0.2,0.8,0.6,644,22
ε:0.20 α:0.50 γ:0.80 学習回数:651 ステップ数:22,0.2,0.5,0.8,651,22
ε:0.20 α:0.40 γ:0.60 学習回数:667 ステップ数:22,0.2,0.4,0.6,667,22
ε:0.10 α:0.70 γ:0.20 学習回数:672 ステップ数:22,0.1,0.7,0.2,672,22
ε:0.20 α:0.70 γ:0.50 学習回数:676 ステップ数:22,0.2,0.7,0.5,676,22
ε:0.10 α:0.40 γ:0.20 学習回数:689 ステップ数:22,0.1,0.4,0.2,689,22
ε:0.20 α:0.50 γ:0.60 学習回数:690 ステップ数:22,0.2,0.5,0.6,690,22
ε:0.20 α:0.50 γ:0.50 学習回数:699 ステップ数:22,0.2,0.5,0.5,699,22
ε:0.20 α:0.80 γ:0.50 学習回数:717 ステップ数:22,0.2,0.8,0.5,717,22
ε:0.10 α:0.50 γ:0.40 学習回数:732 ステップ数:22,0.1,0.5,0.4,732,22
ε:0.10 α:0.10 γ:0.60 学習回数:733 ステップ数:22,0.1,0.1,0.6,733,22
ε:0.10 α:0.10 γ:0.40 学習回数:734 ステップ数:22,0.1,0.1,0.4,734,22
ε:0.20 α:0.40 γ:0.40 学習回数:741 ステップ数:22,0.2,0.4,0.4,741,22
ε:0.10 α:0.90 γ:0.40 学習回数:758 ステップ数:22,0.1,0.9,0.4,758,22
ε:0.10 α:0.50 γ:0.60 学習回数:761 ステップ数:22,0.1,0.5,0.6,761,22
ε:0.10 α:0.80 γ:0.20 学習回数:764 ステップ数:22,0.1,0.8,0.2,764,22
ε:0.20 α:0.80 γ:0.80 学習回数:768 ステップ数:22,0.2,0.8,0.8,768,22
ε:0.10 α:0.30 γ:0.40 学習回数:768 ステップ数:22,0.1,0.3,0.4,768,22
ε:0.10 α:0.30 γ:0.30 学習回数:770 ステップ数:22,0.1,0.3,0.3,770,22
ε:0.20 α:0.50 γ:0.60 学習回数:773 ステップ数:22,0.2,0.5,0.6,773,22
ε:0.10 α:0.10 γ:0.10 学習回数:803 ステップ数:22,0.1,0.1,0.1,803,22
ε:0.20 α:0.70 γ:0.90 学習回数:804 ステップ数:22,0.2,0.7,0.9,804,22
ε:0.10 α:0.40 γ:0.80 学習回数:810 ステップ数:22,0.1,0.4,0.8,810,22
ε:0.10 α:0.30 γ:0.80 学習回数:840 ステップ数:22,0.1,0.3,0.8,840,22
ε:0.10 α:0.90 γ:0.80 学習回数:847 ステップ数:22,0.1,0.9,0.8,847,22
ε:0.20 α:0.80 γ:0.70 学習回数:858 ステップ数:22,0.2,0.8,0.7,858,22
ε:0.20 α:0.40 γ:0.80 学習回数:860 ステップ数:22,0.2,0.4,0.8,860,22
ε:0.20 α:0.70 γ:0.70 学習回数:888 ステップ数:22,0.2,0.7,0.7,888,22
ε:0.20 α:0.30 γ:0.60 学習回数:926 ステップ数:22,0.2,0.3,0.6,926,22
ε:0.10 α:0.10 γ:0.70 学習回数:932 ステップ数:22,0.1,0.1,0.7,932,22
ε:0.20 α:0.80 γ:0.50 学習回数:952 ステップ数:22,0.2,0.8,0.5,952,22
ε:0.10 α:0.70 γ:0.30 学習回数:962 ステップ数:22,0.1,0.7,0.3,962,22
ε:0.10 α:0.50 γ:0.80 学習回数:963 ステップ数:22,0.1,0.5,0.8,963,22
ε:0.10 α:0.20 γ:0.20 学習回数:966 ステップ数:22,0.1,0.2,0.2,966,22
ε:0.20 α:0.90 γ:0.60 学習回数:972 ステップ数:22,0.2,0.9,0.6,972,22
ε:0.10 α:0.40 γ:0.70 学習回数:986 ステップ数:22,0.1,0.4,0.7,986,22
ε:0.20 α:0.90 γ:0.80 学習回数:1019 ステップ数:22,0.2,0.9,0.8,1019,22
ε:0.10 α:0.60 γ:0.30 学習回数:1021 ステップ数:22,0.1,0.6,0.3,1021,22
ε:0.20 α:0.90 γ:0.20 学習回数:1023 ステップ数:22,0.2,0.9,0.2,1023,22
ε:0.10 α:0.30 γ:0.80 学習回数:1042 ステップ数:22,0.1,0.3,0.8,1042,22
ε:0.10 α:0.10 γ:0.30 学習回数:1047 ステップ数:22,0.1,0.1,0.3,1047,22
ε:0.10 α:0.40 γ:0.90 学習回数:1073 ステップ数:22,0.1,0.4,0.9,1073,22
ε:0.20 α:0.50 γ:0.30 学習回数:1100 ステップ数:22,0.2,0.5,0.3,1100,22
ε:0.20 α:0.40 γ:0.50 学習回数:1115 ステップ数:22,0.2,0.4,0.5,1115,22
ε:0.10 α:0.80 γ:0.60 学習回数:1124 ステップ数:22,0.1,0.8,0.6,1124,22
ε:0.20 α:0.40 γ:0.70 学習回数:1130 ステップ数:22,0.2,0.4,0.7,1130,22
ε:0.10 α:0.50 γ:0.80 学習回数:1139 ステップ数:22,0.1,0.5,0.8,1139,22
ε:0.10 α:0.30 γ:0.10 学習回数:1140 ステップ数:22,0.1,0.3,0.1,1140,22
ε:0.10 α:0.70 γ:0.80 学習回数:1143 ステップ数:22,0.1,0.7,0.8,1143,22
ε:0.10 α:0.10 γ:0.10 学習回数:1162 ステップ数:22,0.1,0.1,0.1,1162,22
ε:0.10 α:0.30 γ:0.90 学習回数:1180 ステップ数:22,0.1,0.3,0.9,1180,22
ε:0.10 α:0.80 γ:0.80 学習回数:1188 ステップ数:22,0.1,0.8,0.8,1188,22
ε:0.10 α:0.20 γ:0.10 学習回数:1203 ステップ数:22,0.1,0.2,0.1,1203,22
ε:0.10 α:0.60 γ:0.10 学習回数:1217 ステップ数:22,0.1,0.6,0.1,1217,22
ε:0.10 α:0.80 γ:0.90 学習回数:1245 ステップ数:22,0.1,0.8,0.9,1245,22
ε:0.10 α:0.30 γ:0.10 学習回数:1246 ステップ数:22,0.1,0.3,0.1,1246,22
ε:0.10 α:0.80 γ:0.50 学習回数:1248 ステップ数:22,0.1,0.8,0.5,1248,22
ε:0.10 α:0.70 γ:0.10 学習回数:1267 ステップ数:22,0.1,0.7,0.1,1267,22
ε:0.10 α:0.70 γ:0.50 学習回数:1272 ステップ数:22,0.1,0.7,0.5,1272,22
ε:0.10 α:0.80 γ:0.40 学習回数:1274 ステップ数:22,0.1,0.8,0.4,1274,22
ε:0.10 α:0.50 γ:0.30 学習回数:1301 ステップ数:22,0.1,0.5,0.3,1301,22
ε:0.10 α:0.30 γ:0.60 学習回数:1335 ステップ数:22,0.1,0.3,0.6,1335,22
ε:0.20 α:0.40 γ:0.40 学習回数:1344 ステップ数:22,0.2,0.4,0.4,1344,22
ε:0.10 α:0.30 γ:0.40 学習回数:1391 ステップ数:22,0.1,0.3,0.4,1391,22
ε:0.10 α:0.80 γ:0.40 学習回数:1398 ステップ数:22,0.1,0.8,0.4,1398,22
ε:0.10 α:0.70 γ:0.60 学習回数:1435 ステップ数:22,0.1,0.7,0.6,1435,22
ε:0.10 α:0.50 γ:0.90 学習回数:1504 ステップ数:22,0.1,0.5,0.9,1504,22
ε:0.10 α:0.40 γ:0.70 学習回数:1520 ステップ数:22,0.1,0.4,0.7,1520,22
ε:0.10 α:0.60 γ:0.50 学習回数:1521 ステップ数:22,0.1,0.6,0.5,1521,22
ε:0.10 α:0.40 γ:0.30 学習回数:1526 ステップ数:22,0.1,0.4,0.3,1526,22
ε:0.10 α:0.90 γ:0.50 学習回数:1551 ステップ数:22,0.1,0.9,0.5,1551,22
ε:0.10 α:0.60 γ:0.70 学習回数:1567 ステップ数:22,0.1,0.6,0.7,1567,22
ε:0.20 α:0.60 γ:0.80 学習回数:1576 ステップ数:22,0.2,0.6,0.8,1576,22
ε:0.10 α:0.90 γ:0.10 学習回数:1582 ステップ数:22,0.1,0.9,0.1,1582,22
ε:0.10 α:0.20 γ:0.30 学習回数:1584 ステップ数:22,0.1,0.2,0.3,1584,22
